"","week","indicator","inc","inc_low","inc_up","inc100","inc100_low","inc100_up","geo_insee","geo_name"
"21400",198821,3,1046,0,3206,21,0,64,75,"NOUVELLE-AQUITAINE"
"21401",198821,3,1569,596,2542,24,9,39,84,"AUVERGNE-RHONE-ALPES"
"21402",198821,3,1494,462,2526,55,17,93,27,"BOURGOGNE-FRANCHE-COMTE"
"21403",198821,3,308,0,880,11,0,32,53,"BRETAGNE"
"21404",198821,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"21405",198821,3,0,0,0,0,0,0,94,"CORSE"
"21406",198821,3,1208,222,2194,12,2,22,11,"ILE-DE-FRANCE"
"21407",198821,3,1054,0,2128,24,0,48,76,"OCCITANIE"
"21408",198821,3,1576,181,2971,28,4,52,32,"HAUTS-DE-FRANCE"
"21409",198821,3,130,0,491,4,0,16,28,"NORMANDIE"
"21410",198821,3,197,0,483,6,0,15,52,"PAYS-DE-LA-LOIRE"
"21411",198821,3,248,0,862,6,0,21,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21412",198820,3,640,0,1344,12,0,25,44,"GRAND EST"
"21413",198820,3,1031,0,2935,20,0,57,75,"NOUVELLE-AQUITAINE"
"21414",198820,3,1590,524,2656,24,8,40,84,"AUVERGNE-RHONE-ALPES"
"21415",198820,3,1494,324,2664,55,12,98,27,"BOURGOGNE-FRANCHE-COMTE"
"21416",198820,3,2505,116,4894,90,4,176,53,"BRETAGNE"
"21417",198820,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"21418",198820,3,0,0,0,0,0,0,94,"CORSE"
"21419",198820,3,2866,1340,4392,28,13,43,11,"ILE-DE-FRANCE"
"21420",198820,3,682,0,1534,15,0,34,76,"OCCITANIE"
"21421",198820,3,1364,192,2536,24,3,45,32,"HAUTS-DE-FRANCE"
"21422",198820,3,804,0,1979,26,0,64,28,"NORMANDIE"
"21423",198820,3,710,0,1430,23,0,46,52,"PAYS-DE-LA-LOIRE"
"21424",198820,3,0,0,0,0,0,0,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21425",198819,3,679,0,1541,13,0,29,44,"GRAND EST"
"21426",198819,3,2335,239,4431,46,5,87,75,"NOUVELLE-AQUITAINE"
"21427",198819,3,1008,352,1664,15,5,25,84,"AUVERGNE-RHONE-ALPES"
"21428",198819,3,1135,291,1979,42,11,73,27,"BOURGOGNE-FRANCHE-COMTE"
"21429",198819,3,267,0,599,10,0,22,53,"BRETAGNE"
"21430",198819,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"21431",198819,3,123,0,382,50,0,154,94,"CORSE"
"21432",198819,3,4194,2306,6082,41,23,59,11,"ILE-DE-FRANCE"
"21433",198819,3,1040,171,1909,23,4,42,76,"OCCITANIE"
"21434",198819,3,1184,0,2392,21,0,42,32,"HAUTS-DE-FRANCE"
"21435",198819,3,3214,888,5540,104,29,179,28,"NORMANDIE"
"21436",198819,3,643,40,1246,21,1,41,52,"PAYS-DE-LA-LOIRE"
"21437",198819,3,358,0,1161,9,0,28,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21438",198818,3,1149,144,2154,22,3,41,44,"GRAND EST"
"21439",198818,3,2184,1147,3221,43,23,63,75,"NOUVELLE-AQUITAINE"
"21440",198818,3,1751,782,2720,27,12,42,84,"AUVERGNE-RHONE-ALPES"
"21441",198818,3,1354,202,2506,50,7,93,27,"BOURGOGNE-FRANCHE-COMTE"
"21442",198818,3,466,0,985,17,0,36,53,"BRETAGNE"
"21443",198818,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"21444",198818,3,299,0,702,121,0,283,94,"CORSE"
"21445",198818,3,3130,1594,4666,30,15,45,11,"ILE-DE-FRANCE"
"21446",198818,3,1105,115,2095,25,3,47,76,"OCCITANIE"
"21447",198818,3,2277,662,3892,40,12,68,32,"HAUTS-DE-FRANCE"
"21448",198818,3,756,0,1826,24,0,58,28,"NORMANDIE"
"21449",198818,3,2128,1108,3148,69,36,102,52,"PAYS-DE-LA-LOIRE"
"21450",198818,3,288,0,1002,7,0,24,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21451",198817,3,1778,565,2991,34,11,57,44,"GRAND EST"
"21452",198817,3,1950,908,2992,38,17,59,75,"NOUVELLE-AQUITAINE"
"21453",198817,3,1026,270,1782,16,4,28,84,"AUVERGNE-RHONE-ALPES"
"21454",198817,3,1063,92,2034,39,3,75,27,"BOURGOGNE-FRANCHE-COMTE"
"21455",198817,3,2947,1177,4717,106,42,170,53,"BRETAGNE"
"21456",198817,3,72,0,295,3,0,12,24,"CENTRE-VAL-DE-LOIRE"
"21457",198817,3,0,0,0,0,0,0,94,"CORSE"
"21458",198817,3,3559,1710,5408,34,16,52,11,"ILE-DE-FRANCE"
"21459",198817,3,2842,0,9520,63,0,212,76,"OCCITANIE"
"21460",198817,3,2498,769,4227,44,14,74,32,"HAUTS-DE-FRANCE"
"21461",198817,3,0,0,0,0,0,0,28,"NORMANDIE"
"21462",198817,3,1857,1024,2690,61,34,88,52,"PAYS-DE-LA-LOIRE"
"21463",198817,3,266,0,791,6,0,19,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21464",198816,3,3407,1550,5264,64,29,99,44,"GRAND EST"
"21465",198816,3,4510,1709,7311,89,34,144,75,"NOUVELLE-AQUITAINE"
"21466",198816,3,686,38,1334,10,0,20,84,"AUVERGNE-RHONE-ALPES"
"21467",198816,3,1586,460,2712,59,17,101,27,"BOURGOGNE-FRANCHE-COMTE"
"21468",198816,3,4128,1685,6571,149,61,237,53,"BRETAGNE"
"21469",198816,3,1498,309,2687,64,14,114,24,"CENTRE-VAL-DE-LOIRE"
"21470",198816,3,0,NA,NA,0,NA,NA,94,"CORSE"
"21471",198816,3,3693,1632,5754,36,16,56,11,"ILE-DE-FRANCE"
"21472",198816,3,2025,31,4019,45,0,90,76,"OCCITANIE"
"21473",198816,3,3001,1169,4833,53,21,85,32,"HAUTS-DE-FRANCE"
"21474",198816,3,626,0,1288,20,0,41,28,"NORMANDIE"
"21475",198816,3,2920,1713,4127,95,56,134,52,"PAYS-DE-LA-LOIRE"
"21476",198816,3,1479,0,3281,36,0,79,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21477",198815,3,8061,5233,10889,152,99,205,44,"GRAND EST"
"21478",198815,3,9181,4778,13584,181,94,268,75,"NOUVELLE-AQUITAINE"
"21479",198815,3,3130,1823,4437,48,28,68,84,"AUVERGNE-RHONE-ALPES"
"21480",198815,3,2285,984,3586,85,37,133,27,"BOURGOGNE-FRANCHE-COMTE"
"21481",198815,3,9697,6395,12999,349,230,468,53,"BRETAGNE"
"21482",198815,3,2105,717,3493,89,30,148,24,"CENTRE-VAL-DE-LOIRE"
"21483",198815,3,0,0,0,0,0,0,94,"CORSE"
"21484",198815,3,8595,5613,11577,83,54,112,11,"ILE-DE-FRANCE"
"21485",198815,3,9373,4085,14661,209,91,327,76,"OCCITANIE"
"21486",198815,3,3743,1179,6307,66,21,111,32,"HAUTS-DE-FRANCE"
"21487",198815,3,1806,729,2883,58,23,93,28,"NORMANDIE"
"21488",198815,3,4034,2344,5724,132,77,187,52,"PAYS-DE-LA-LOIRE"
"21489",198815,3,5702,2411,8993,137,58,216,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21490",198814,3,7900,5426,10374,149,102,196,44,"GRAND EST"
"21491",198814,3,18793,12584,25002,370,248,492,75,"NOUVELLE-AQUITAINE"
"21492",198814,3,14343,10819,17867,219,165,273,84,"AUVERGNE-RHONE-ALPES"
"21493",198814,3,3345,325,6365,124,12,236,27,"BOURGOGNE-FRANCHE-COMTE"
"21494",198814,3,12213,8826,15600,439,317,561,53,"BRETAGNE"
"21495",198814,3,2234,984,3484,95,42,148,24,"CENTRE-VAL-DE-LOIRE"
"21496",198814,3,0,NA,NA,0,NA,NA,94,"CORSE"
"21497",198814,3,11387,8084,14690,110,78,142,11,"ILE-DE-FRANCE"
"21498",198814,3,20124,12635,27613,450,283,617,76,"OCCITANIE"
"21499",198814,3,11330,7086,15574,198,124,272,32,"HAUTS-DE-FRANCE"
"21500",198814,3,5577,2524,8630,180,82,278,28,"NORMANDIE"
"21501",198814,3,10496,8003,12989,342,261,423,52,"PAYS-DE-LA-LOIRE"
"21502",198814,3,5390,2428,8352,129,58,200,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21503",198813,3,12672,9631,15713,239,182,296,44,"GRAND EST"
"21504",198813,3,24881,20024,29738,490,394,586,75,"NOUVELLE-AQUITAINE"
"21505",198813,3,23324,19296,27352,356,295,417,84,"AUVERGNE-RHONE-ALPES"
"21506",198813,3,7755,3626,11884,287,134,440,27,"BOURGOGNE-FRANCHE-COMTE"
"21507",198813,3,15125,11678,18572,544,420,668,53,"BRETAGNE"
"21508",198813,3,6986,4474,9498,297,190,404,24,"CENTRE-VAL-DE-LOIRE"
"21509",198813,3,0,0,0,0,0,0,94,"CORSE"
"21510",198813,3,16169,12429,19909,156,120,192,11,"ILE-DE-FRANCE"
"21511",198813,3,19156,14603,23709,428,326,530,76,"OCCITANIE"
"21512",198813,3,18000,13734,22266,315,240,390,32,"HAUTS-DE-FRANCE"
"21513",198813,3,9241,5961,12521,298,192,404,28,"NORMANDIE"
"21514",198813,3,17693,14970,20416,577,488,666,52,"PAYS-DE-LA-LOIRE"
"21515",198813,3,6674,3254,10094,160,78,242,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21516",198812,3,16751,13405,20097,316,253,379,44,"GRAND EST"
"21517",198812,3,29338,23903,34773,578,471,685,75,"NOUVELLE-AQUITAINE"
"21518",198812,3,34264,30058,38470,523,459,587,84,"AUVERGNE-RHONE-ALPES"
"21519",198812,3,12077,9367,14787,447,347,547,27,"BOURGOGNE-FRANCHE-COMTE"
"21520",198812,3,19026,15193,22859,685,547,823,53,"BRETAGNE"
"21521",198812,3,10826,8207,13445,460,349,571,24,"CENTRE-VAL-DE-LOIRE"
"21522",198812,3,0,0,0,0,0,0,94,"CORSE"
"21523",198812,3,31447,26902,35992,304,260,348,11,"ILE-DE-FRANCE"
"21524",198812,3,33266,27021,39511,743,603,883,76,"OCCITANIE"
"21525",198812,3,24936,19322,30550,437,339,535,32,"HAUTS-DE-FRANCE"
"21526",198812,3,9397,6375,12419,303,206,400,28,"NORMANDIE"
"21527",198812,3,20901,18205,23597,682,594,770,52,"PAYS-DE-LA-LOIRE"
"21528",198812,3,15999,11218,20780,384,269,499,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21529",198811,3,18886,15275,22497,356,288,424,44,"GRAND EST"
"21530",198811,3,25070,20604,29536,494,406,582,75,"NOUVELLE-AQUITAINE"
"21531",198811,3,46355,41532,51178,708,634,782,84,"AUVERGNE-RHONE-ALPES"
"21532",198811,3,13831,11037,16625,512,409,615,27,"BOURGOGNE-FRANCHE-COMTE"
"21533",198811,3,16312,13024,19600,587,469,705,53,"BRETAGNE"
"21534",198811,3,14124,10094,18154,600,429,771,24,"CENTRE-VAL-DE-LOIRE"
"21535",198811,3,0,0,0,0,0,0,94,"CORSE"
"21536",198811,3,40385,35377,45393,390,342,438,11,"ILE-DE-FRANCE"
"21537",198811,3,35945,29223,42667,803,653,953,76,"OCCITANIE"
"21538",198811,3,25169,20223,30115,441,354,528,32,"HAUTS-DE-FRANCE"
"21539",198811,3,11973,8870,15076,386,286,486,28,"NORMANDIE"
"21540",198811,3,23298,20377,26219,760,665,855,52,"PAYS-DE-LA-LOIRE"
"21541",198811,3,18677,13611,23743,449,327,571,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21542",198810,3,14736,11565,17907,278,218,338,44,"GRAND EST"
"21543",198810,3,21521,17337,25705,424,342,506,75,"NOUVELLE-AQUITAINE"
"21544",198810,3,37540,32903,42177,573,502,644,84,"AUVERGNE-RHONE-ALPES"
"21545",198810,3,9301,7094,11508,344,262,426,27,"BOURGOGNE-FRANCHE-COMTE"
"21546",198810,3,14366,11278,17454,517,406,628,53,"BRETAGNE"
"21547",198810,3,5650,2790,8510,240,119,361,24,"CENTRE-VAL-DE-LOIRE"
"21548",198810,3,0,0,0,0,0,0,94,"CORSE"
"21549",198810,3,36646,31849,41443,354,308,400,11,"ILE-DE-FRANCE"
"21550",198810,3,21447,14883,28011,479,332,626,76,"OCCITANIE"
"21551",198810,3,19510,15654,23366,342,274,410,32,"HAUTS-DE-FRANCE"
"21552",198810,3,7205,4923,9487,232,158,306,28,"NORMANDIE"
"21553",198810,3,15121,12600,17642,493,411,575,52,"PAYS-DE-LA-LOIRE"
"21554",198810,3,16251,11382,21120,390,273,507,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21555",198809,3,10368,7576,13160,196,143,249,44,"GRAND EST"
"21556",198809,3,8697,6085,11309,171,120,222,75,"NOUVELLE-AQUITAINE"
"21557",198809,3,24155,19882,28428,369,304,434,84,"AUVERGNE-RHONE-ALPES"
"21558",198809,3,5571,3852,7290,206,142,270,27,"BOURGOGNE-FRANCHE-COMTE"
"21559",198809,3,8716,6188,11244,314,223,405,53,"BRETAGNE"
"21560",198809,3,962,0,2033,41,0,86,24,"CENTRE-VAL-DE-LOIRE"
"21561",198809,3,0,0,0,0,0,0,94,"CORSE"
"21562",198809,3,27964,23688,32240,270,229,311,11,"ILE-DE-FRANCE"
"21563",198809,3,11898,7642,16154,266,171,361,76,"OCCITANIE"
"21564",198809,3,11221,8245,14197,196,144,248,32,"HAUTS-DE-FRANCE"
"21565",198809,3,5093,3093,7093,164,100,228,28,"NORMANDIE"
"21566",198809,3,4300,2948,5652,140,96,184,52,"PAYS-DE-LA-LOIRE"
"21567",198809,3,7330,3917,10743,176,94,258,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21568",198808,3,3887,2063,5711,73,39,107,44,"GRAND EST"
"21569",198808,3,5696,2634,8758,112,52,172,75,"NOUVELLE-AQUITAINE"
"21570",198808,3,11567,8725,14409,177,134,220,84,"AUVERGNE-RHONE-ALPES"
"21571",198808,3,3146,1818,4474,116,67,165,27,"BOURGOGNE-FRANCHE-COMTE"
"21572",198808,3,3571,1628,5514,128,58,198,53,"BRETAGNE"
"21573",198808,3,2380,679,4081,101,29,173,24,"CENTRE-VAL-DE-LOIRE"
"21574",198808,3,0,0,0,0,0,0,94,"CORSE"
"21575",198808,3,11812,9067,14557,114,87,141,11,"ILE-DE-FRANCE"
"21576",198808,3,12243,4211,20275,274,95,453,76,"OCCITANIE"
"21577",198808,3,7025,4043,10007,123,71,175,32,"HAUTS-DE-FRANCE"
"21578",198808,3,7195,4743,9647,232,153,311,28,"NORMANDIE"
"21579",198808,3,3414,2070,4758,111,67,155,52,"PAYS-DE-LA-LOIRE"
"21580",198808,3,9667,5889,13445,232,141,323,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21581",198807,3,4766,2819,6713,90,53,127,44,"GRAND EST"
"21582",198807,3,7153,3355,10951,141,66,216,75,"NOUVELLE-AQUITAINE"
"21583",198807,3,10204,7024,13384,156,107,205,84,"AUVERGNE-RHONE-ALPES"
"21584",198807,3,6086,4184,7988,225,155,295,27,"BOURGOGNE-FRANCHE-COMTE"
"21585",198807,3,2907,1475,4339,105,53,157,53,"BRETAGNE"
"21586",198807,3,566,0,1264,24,0,54,24,"CENTRE-VAL-DE-LOIRE"
"21587",198807,3,0,0,0,0,0,0,94,"CORSE"
"21588",198807,3,8690,6107,11273,84,59,109,11,"ILE-DE-FRANCE"
"21589",198807,3,4744,2190,7298,106,49,163,76,"OCCITANIE"
"21590",198807,3,8332,4901,11763,146,86,206,32,"HAUTS-DE-FRANCE"
"21591",198807,3,5949,3867,8031,192,125,259,28,"NORMANDIE"
"21592",198807,3,3261,1412,5110,106,46,166,52,"PAYS-DE-LA-LOIRE"
"21593",198807,3,7071,4082,10060,170,98,242,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21594",198806,3,5443,3536,7350,103,67,139,44,"GRAND EST"
"21595",198806,3,2263,1216,3310,45,24,66,75,"NOUVELLE-AQUITAINE"
"21596",198806,3,11492,8508,14476,175,129,221,84,"AUVERGNE-RHONE-ALPES"
"21597",198806,3,4113,2519,5707,152,93,211,27,"BOURGOGNE-FRANCHE-COMTE"
"21598",198806,3,4197,2500,5894,151,90,212,53,"BRETAGNE"
"21599",198806,3,340,0,1012,14,0,43,24,"CENTRE-VAL-DE-LOIRE"
"21600",198806,3,0,0,0,0,0,0,94,"CORSE"
"21601",198806,3,6768,4142,9394,65,40,90,11,"ILE-DE-FRANCE"
"21602",198806,3,5688,3620,7756,127,81,173,76,"OCCITANIE"
"21603",198806,3,3795,1564,6026,66,27,105,32,"HAUTS-DE-FRANCE"
"21604",198806,3,5888,3825,7951,190,124,256,28,"NORMANDIE"
"21605",198806,3,2050,771,3329,67,25,109,52,"PAYS-DE-LA-LOIRE"
"21606",198806,3,12786,8261,17311,307,198,416,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21607",198805,3,5341,3415,7267,101,65,137,44,"GRAND EST"
"21608",198805,3,2848,1531,4165,56,30,82,75,"NOUVELLE-AQUITAINE"
"21609",198805,3,10656,8121,13191,163,124,202,84,"AUVERGNE-RHONE-ALPES"
"21610",198805,3,4296,2660,5932,159,98,220,27,"BOURGOGNE-FRANCHE-COMTE"
"21611",198805,3,3053,1744,4362,110,63,157,53,"BRETAGNE"
"21612",198805,3,98,0,334,4,0,14,24,"CENTRE-VAL-DE-LOIRE"
"21613",198805,3,0,0,0,0,0,0,94,"CORSE"
"21614",198805,3,8801,5657,11945,85,55,115,11,"ILE-DE-FRANCE"
"21615",198805,3,7218,4963,9473,161,111,211,76,"OCCITANIE"
"21616",198805,3,5822,3294,8350,102,58,146,32,"HAUTS-DE-FRANCE"
"21617",198805,3,6814,4650,8978,220,150,290,28,"NORMANDIE"
"21618",198805,3,963,126,1800,31,4,58,52,"PAYS-DE-LA-LOIRE"
"21619",198805,3,12778,8368,17188,307,201,413,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21620",198804,3,6363,4156,8570,120,78,162,44,"GRAND EST"
"21621",198804,3,4038,2025,6051,80,40,120,75,"NOUVELLE-AQUITAINE"
"21622",198804,3,8308,5654,10962,127,86,168,84,"AUVERGNE-RHONE-ALPES"
"21623",198804,3,6770,4476,9064,250,165,335,27,"BOURGOGNE-FRANCHE-COMTE"
"21624",198804,3,2816,1545,4087,101,55,147,53,"BRETAGNE"
"21625",198804,3,328,0,749,14,0,32,24,"CENTRE-VAL-DE-LOIRE"
"21626",198804,3,0,0,0,0,0,0,94,"CORSE"
"21627",198804,3,9549,6733,12365,92,65,119,11,"ILE-DE-FRANCE"
"21628",198804,3,5176,2893,7459,116,65,167,76,"OCCITANIE"
"21629",198804,3,7649,5069,10229,134,89,179,32,"HAUTS-DE-FRANCE"
"21630",198804,3,4439,2617,6261,143,84,202,28,"NORMANDIE"
"21631",198804,3,1054,377,1731,34,12,56,52,"PAYS-DE-LA-LOIRE"
"21632",198804,3,14366,9810,18922,345,236,454,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21633",198803,3,3852,2326,5378,73,44,102,44,"GRAND EST"
"21634",198803,3,3651,1786,5516,72,35,109,75,"NOUVELLE-AQUITAINE"
"21635",198803,3,6873,4439,9307,105,68,142,84,"AUVERGNE-RHONE-ALPES"
"21636",198803,3,4948,3101,6795,183,115,251,27,"BOURGOGNE-FRANCHE-COMTE"
"21637",198803,3,2693,1343,4043,97,48,146,53,"BRETAGNE"
"21638",198803,3,166,0,432,7,0,18,24,"CENTRE-VAL-DE-LOIRE"
"21639",198803,3,0,0,0,0,0,0,94,"CORSE"
"21640",198803,3,11142,7809,14475,108,76,140,11,"ILE-DE-FRANCE"
"21641",198803,3,3739,2035,5443,84,46,122,76,"OCCITANIE"
"21642",198803,3,6963,4485,9441,122,79,165,32,"HAUTS-DE-FRANCE"
"21643",198803,3,3603,1001,6205,116,32,200,28,"NORMANDIE"
"21644",198803,3,1092,423,1761,36,14,58,52,"PAYS-DE-LA-LOIRE"
"21645",198803,3,12479,8387,16571,300,202,398,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21646",198802,3,5297,3162,7432,100,60,140,44,"GRAND EST"
"21647",198802,3,4626,1466,7786,91,29,153,75,"NOUVELLE-AQUITAINE"
"21648",198802,3,7314,4732,9896,112,73,151,84,"AUVERGNE-RHONE-ALPES"
"21649",198802,3,3843,2155,5531,142,80,204,27,"BOURGOGNE-FRANCHE-COMTE"
"21650",198802,3,578,0,1370,21,0,49,53,"BRETAGNE"
"21651",198802,3,632,0,1273,27,0,54,24,"CENTRE-VAL-DE-LOIRE"
"21652",198802,3,0,0,0,0,0,0,94,"CORSE"
"21653",198802,3,14139,9403,18875,137,91,183,11,"ILE-DE-FRANCE"
"21654",198802,3,2851,1449,4253,64,33,95,76,"OCCITANIE"
"21655",198802,3,5103,2668,7538,89,46,132,32,"HAUTS-DE-FRANCE"
"21656",198802,3,1596,719,2473,51,23,79,28,"NORMANDIE"
"21657",198802,3,902,219,1585,29,7,51,52,"PAYS-DE-LA-LOIRE"
"21658",198802,3,7705,4308,11102,185,103,267,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21659",198801,3,4573,2662,6484,86,50,122,44,"GRAND EST"
"21660",198801,3,2026,448,3604,40,9,71,75,"NOUVELLE-AQUITAINE"
"21661",198801,3,7239,4304,10174,111,66,156,84,"AUVERGNE-RHONE-ALPES"
"21662",198801,3,3154,815,5493,117,30,204,27,"BOURGOGNE-FRANCHE-COMTE"
"21663",198801,3,1569,384,2754,56,13,99,53,"BRETAGNE"
"21664",198801,3,2131,203,4059,90,8,172,24,"CENTRE-VAL-DE-LOIRE"
"21665",198801,3,0,0,0,0,0,0,94,"CORSE"
"21666",198801,3,10838,7627,14049,105,74,136,11,"ILE-DE-FRANCE"
"21667",198801,3,4943,2469,7417,110,55,165,76,"OCCITANIE"
"21668",198801,3,5526,2897,8155,97,51,143,32,"HAUTS-DE-FRANCE"
"21669",198801,3,1987,974,3000,64,31,97,28,"NORMANDIE"
"21670",198801,3,869,303,1435,28,10,46,52,"PAYS-DE-LA-LOIRE"
"21671",198801,3,7818,4196,11440,188,101,275,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21672",198753,3,4110,1888,6332,78,36,120,44,"GRAND EST"
"21673",198753,3,1801,515,3087,36,11,61,75,"NOUVELLE-AQUITAINE"
"21674",198753,3,7220,2889,11551,111,45,177,84,"AUVERGNE-RHONE-ALPES"
"21675",198753,3,1108,0,2630,41,0,97,27,"BOURGOGNE-FRANCHE-COMTE"
"21676",198753,3,1985,0,4228,72,0,153,53,"BRETAGNE"
"21677",198753,3,664,0,2652,28,0,113,24,"CENTRE-VAL-DE-LOIRE"
"21678",198753,3,0,0,0,0,0,0,94,"CORSE"
"21679",198753,3,9185,5017,13353,89,48,130,11,"ILE-DE-FRANCE"
"21680",198753,3,2829,0,5687,64,0,128,76,"OCCITANIE"
"21681",198753,3,4251,1290,7212,74,22,126,32,"HAUTS-DE-FRANCE"
"21682",198753,3,2161,821,3501,70,27,113,28,"NORMANDIE"
"21683",198753,3,1072,124,2020,35,4,66,52,"PAYS-DE-LA-LOIRE"
"21684",198753,3,5458,2218,8698,132,54,210,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21685",198752,3,464,0,1603,9,0,31,44,"GRAND EST"
"21686",198752,3,0,0,0,0,0,0,75,"NOUVELLE-AQUITAINE"
"21687",198752,3,0,0,0,0,0,0,84,"AUVERGNE-RHONE-ALPES"
"21688",198752,3,0,NA,NA,0,NA,NA,27,"BOURGOGNE-FRANCHE-COMTE"
"21689",198752,3,0,NA,NA,0,NA,NA,53,"BRETAGNE"
"21690",198752,3,0,0,0,0,0,0,24,"CENTRE-VAL-DE-LOIRE"
"21691",198752,3,0,NA,NA,0,NA,NA,94,"CORSE"
"21692",198752,3,3517,0,8202,34,0,80,11,"ILE-DE-FRANCE"
"21693",198752,3,0,0,0,0,0,0,76,"OCCITANIE"
"21694",198752,3,0,0,0,0,0,0,32,"HAUTS-DE-FRANCE"
"21695",198752,3,0,NA,NA,0,NA,NA,28,"NORMANDIE"
"21696",198752,3,0,0,0,0,0,0,52,"PAYS-DE-LA-LOIRE"
"21697",198752,3,1082,0,2470,26,0,60,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21698",198751,3,6014,2947,9081,114,56,172,44,"GRAND EST"
"21699",198751,3,576,0,1637,11,0,32,75,"NOUVELLE-AQUITAINE"
"21700",198751,3,5421,647,10195,83,10,156,84,"AUVERGNE-RHONE-ALPES"
"21701",198751,3,1563,0,4249,58,0,157,27,"BOURGOGNE-FRANCHE-COMTE"
"21702",198751,3,0,0,0,0,0,0,53,"BRETAGNE"
"21703",198751,3,758,0,1780,32,0,76,24,"CENTRE-VAL-DE-LOIRE"
"21704",198751,3,0,NA,NA,0,NA,NA,94,"CORSE"
"21705",198751,3,12153,5128,19178,118,50,186,11,"ILE-DE-FRANCE"
"21706",198751,3,1225,0,2951,28,0,67,76,"OCCITANIE"
"21707",198751,3,2375,289,4461,42,5,79,32,"HAUTS-DE-FRANCE"
"21708",198751,3,3454,0,7382,112,0,239,28,"NORMANDIE"
"21709",198751,3,1675,0,3682,55,0,121,52,"PAYS-DE-LA-LOIRE"
"21710",198751,3,5020,401,9639,122,10,234,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21711",198750,3,4917,2513,7321,93,48,138,44,"GRAND EST"
"21712",198750,3,2228,684,3772,44,13,75,75,"NOUVELLE-AQUITAINE"
"21713",198750,3,6875,4378,9372,105,67,143,84,"AUVERGNE-RHONE-ALPES"
"21714",198750,3,2830,1398,4262,105,52,158,27,"BOURGOGNE-FRANCHE-COMTE"
"21715",198750,3,1057,120,1994,38,4,72,53,"BRETAGNE"
"21716",198750,3,767,35,1499,33,2,64,24,"CENTRE-VAL-DE-LOIRE"
"21717",198750,3,242,0,716,98,0,290,94,"CORSE"
"21718",198750,3,10491,7608,13374,102,74,130,11,"ILE-DE-FRANCE"
"21719",198750,3,4103,1888,6318,92,42,142,76,"OCCITANIE"
"21720",198750,3,9019,5447,12591,158,95,221,32,"HAUTS-DE-FRANCE"
"21721",198750,3,3661,1824,5498,119,59,179,28,"NORMANDIE"
"21722",198750,3,842,188,1496,28,7,49,52,"PAYS-DE-LA-LOIRE"
"21723",198750,3,7521,3852,11190,182,93,271,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21724",198749,3,2560,1368,3752,48,25,71,44,"GRAND EST"
"21725",198749,3,4862,983,8741,96,19,173,75,"NOUVELLE-AQUITAINE"
"21726",198749,3,4442,2786,6098,68,43,93,84,"AUVERGNE-RHONE-ALPES"
"21727",198749,3,824,47,1601,31,2,60,27,"BOURGOGNE-FRANCHE-COMTE"
"21728",198749,3,584,0,1316,21,0,47,53,"BRETAGNE"
"21729",198749,3,629,0,1386,27,0,59,24,"CENTRE-VAL-DE-LOIRE"
"21730",198749,3,0,0,0,0,0,0,94,"CORSE"
"21731",198749,3,9600,6733,12467,93,65,121,11,"ILE-DE-FRANCE"
"21732",198749,3,2558,671,4445,58,16,100,76,"OCCITANIE"
"21733",198749,3,7346,4178,10514,129,74,184,32,"HAUTS-DE-FRANCE"
"21734",198749,3,3243,1658,4828,105,54,156,28,"NORMANDIE"
"21735",198749,3,2145,1048,3242,70,34,106,52,"PAYS-DE-LA-LOIRE"
"21736",198749,3,7100,3806,10394,172,92,252,93,"PROVENCE-ALPES-COTE-D-AZUR"
"21737",198748,3,3435,1970,4900,65,37,93,44,"GRAND EST"
"21738",198748,3,2020,0,4166,40,0,82,75,"NOUVELLE-AQUITAINE"
"21739",198748,3,3705,1769,5641,57,27,87,84,"AUVERGNE-RHONE-ALPES"
